"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"85-89 years"	"85-89"	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	15398	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	192887	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	367	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2382	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	8615	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	128448	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	534	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3001	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	15298	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	191470	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	366	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2491	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	8617	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	130335	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	561	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3145	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	15825	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	193579	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	397	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2644	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	9060	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	134013	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	567	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3474	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	16186	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	199979	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	380	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2831	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	9295	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	139840	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	571	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3643	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	15924	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	196483	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	413	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	2996	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	9188	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	139914	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	661	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3820	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	16396	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	200860	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	471	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3263	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	9682	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	144284	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	637	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	3984	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	16609	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	202817	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	445	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3277	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	9625	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	146518	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	683	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4456	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	17051	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	200746	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	443	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3462	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	9834	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	147587	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	679	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4682	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	17271	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	201340	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	519	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3777	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	10164	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	150826	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	696	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	4794	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	17027	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	194413	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	530	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3741	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	10227	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	150111	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	716	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	5343	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	17526	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	198230	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	560	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4052	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	10305	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	154015	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	759	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	5509	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	17203	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	192945	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	587	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4162	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	10551	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	152763	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	777	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	5645	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	17446	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	192302	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	611	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4488	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	10838	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	156014	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	763	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	6021	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	17753	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	189580	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	593	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4672	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	11329	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	154405	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	776	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	6130	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Female"	"F"	"Black or African American"	"2054-5"	17947	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	184183	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	608	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	4786	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	11571	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	152915	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	1069	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	7711	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Female"	"F"	"Black or African American"	"2054-5"	23152	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Female"	"F"	"White"	"2106-3"	209424	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	830	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	6330	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Male"	"M"	"Black or African American"	"2054-5"	15162	Not Applicable	Not Applicable
	"85-89 years"	"85-89"	"2020 "	"2020"	"Male"	"M"	"White"	"2106-3"	175573	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	262	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1058	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Female"	"F"	"Black or African American"	"2054-5"	9934	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Female"	"F"	"White"	"2106-3"	140226	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	128	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1005	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Male"	"M"	"Black or African American"	"2054-5"	4167	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"1999"	"1999"	"Male"	"M"	"White"	"2106-3"	57211	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	287	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1193	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Female"	"F"	"Black or African American"	"2054-5"	10431	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Female"	"F"	"White"	"2106-3"	142933	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	155	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1026	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Male"	"M"	"Black or African American"	"2054-5"	4249	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2000"	"2000"	"Male"	"M"	"White"	"2106-3"	59009	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	276	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1261	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Female"	"F"	"Black or African American"	"2054-5"	10707	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Female"	"F"	"White"	"2106-3"	143543	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	131	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1077	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Male"	"M"	"Black or African American"	"2054-5"	4292	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2001"	"2001"	"Male"	"M"	"White"	"2106-3"	60027	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	335	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1440	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Female"	"F"	"Black or African American"	"2054-5"	11003	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Female"	"F"	"White"	"2106-3"	146992	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	135	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1189	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Male"	"M"	"Black or African American"	"2054-5"	4455	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2002"	"2002"	"Male"	"M"	"White"	"2106-3"	63038	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	326	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1602	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Female"	"F"	"Black or African American"	"2054-5"	11295	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Female"	"F"	"White"	"2106-3"	148018	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	177	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1193	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Male"	"M"	"Black or African American"	"2054-5"	4311	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2003"	"2003"	"Male"	"M"	"White"	"2106-3"	64481	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	305	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1741	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Female"	"F"	"Black or African American"	"2054-5"	11228	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Female"	"F"	"White"	"2106-3"	144219	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	148	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1304	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Male"	"M"	"Black or African American"	"2054-5"	4520	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2004"	"2004"	"Male"	"M"	"White"	"2106-3"	64196	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	360	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1942	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Female"	"F"	"Black or African American"	"2054-5"	11585	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Female"	"F"	"White"	"2106-3"	150793	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	179	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1370	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Male"	"M"	"Black or African American"	"2054-5"	4417	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2005"	"2005"	"Male"	"M"	"White"	"2106-3"	69060	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2006"	"2006"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	363	Not Applicable	Not Applicable
	"90-94 years"	"90-94"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	2052	Not Applicable	Not Applicable
